ID,Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
51185,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,15,JAPAN,70.0,0.0,,36
29725,EPX,Travel Agency,Online,Cancellation Plan,0,1,UNITED KINGDOM,35.0,0.0,,36
16974,EPX,Travel Agency,Online,Cancellation Plan,0,12,MALAYSIA,21.0,0.0,,36
48941,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,6,SINGAPORE,34.0,0.0,,36
62434,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,21,SRI LANKA,33.0,0.0,,35
20793,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,24,SPAIN,0.0,47.52,,63
22285,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,2,SINGAPORE,112.0,0.0,,36
7257,JZI,Airlines,Online,Value Plan,0,7,AUSTRALIA,36.0,12.6,M,49
57474,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,4,SINGAPORE,20.0,0.0,,36
36490,EPX,Travel Agency,Online,Cancellation Plan,0,170,MALAYSIA,11.0,0.0,,36
34054,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,36,GERMANY,84.0,0.0,,36
63084,JZI,Airlines,Online,Basic Plan,0,72,CHINA,50.0,17.5,M,47
13494,EPX,Travel Agency,Online,Cancellation Plan,0,8,CHINA,17.0,0.0,,36
3062,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,190,PORTUGAL,138.6,83.16,,62
51826,JZI,Airlines,Online,Value Plan,0,16,UNITED STATES,73.0,25.55,M,36
6243,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,PHILIPPINES,20.0,0.0,,36
12207,EPX,Travel Agency,Online,Cancellation Plan,0,43,NETHERLANDS,18.0,0.0,,36
28283,JZI,Airlines,Online,Basic Plan,0,104,THAILAND,18.0,6.3,F,42
24951,JZI,Airlines,Online,Basic Plan,0,81,VIET NAM,22.0,7.7,M,34
230,JZI,Airlines,Online,Basic Plan,0,90,MALAYSIA,22.0,7.7,F,57
645,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,18,MYANMAR,20.0,0.0,,39
2478,EPX,Travel Agency,Online,Cancellation Plan,0,4,VIET NAM,10.0,0.0,,36
62808,C2B,Airlines,Online,Silver Plan,0,54,SINGAPORE,27.0,6.75,F,47
37818,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,52,UNITED KINGDOM,112.0,0.0,,36
43094,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,24,SINGAPORE,90.0,0.0,,36
27250,JWT,Airlines,Online,Value Plan,0,109,INDIA,50.0,20.0,F,118
15235,EPX,Travel Agency,Online,Cancellation Plan,0,27,INDONESIA,13.0,0.0,,37
27467,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,9,JAPAN,0.0,17.82,,35
33657,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,22,AUSTRALIA,99.0,59.4,,60
13334,EPX,Travel Agency,Online,Cancellation Plan,0,26,SINGAPORE,10.0,0.0,,36
43098,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,14,INDONESIA,20.0,0.0,,40
10697,EPX,Travel Agency,Online,Cancellation Plan,0,4,MYANMAR,10.0,0.0,,36
295,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,2,MALAYSIA,29.0,0.0,,36
61438,C2B,Airlines,Online,Bronze Plan,0,7,SINGAPORE,21.0,5.25,F,44
25460,C2B,Airlines,Online,Annual Silver Plan,0,371,SINGAPORE,252.85,63.21,F,48
20494,EPX,Travel Agency,Online,Cancellation Plan,0,27,SINGAPORE,10.0,0.0,,50
45860,C2B,Airlines,Online,Annual Silver Plan,0,364,SINGAPORE,216.0,54.0,F,47
38349,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,53,AUSTRALIA,39.6,23.76,,62
10797,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,19,HONG KONG,20.0,0.0,,53
42785,SSI,Airlines,Online,Ticket Protector,0,43,SINGAPORE,6.69,1.88,,48
61433,C2B,Airlines,Online,Bronze Plan,0,13,SINGAPORE,26.5,6.63,F,44
3006,EPX,Travel Agency,Online,Cancellation Plan,0,10,ITALY,68.0,0.0,,36
51501,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,57,UNITED KINGDOM,29.7,17.82,,30
54216,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,50,NEW ZEALAND,69.3,41.58,,53
44984,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,127,PHILIPPINES,24.0,0.0,,36
33173,JZI,Airlines,Online,Basic Plan,0,6,HONG KONG,22.0,7.7,M,44
28580,C2B,Airlines,Online,Silver Plan,0,70,SINGAPORE,72.0,18.0,F,63
47362,SSI,Airlines,Online,Ticket Protector,0,30,SINGAPORE,4.63,1.3,,48
39182,JZI,Airlines,Online,Basic Plan,0,21,THAILAND,30.0,10.5,M,36
25384,EPX,Travel Agency,Online,Cancellation Plan,0,80,POLAND,79.0,0.0,,36
29346,EPX,Travel Agency,Online,Cancellation Plan,0,2,CANADA,80.0,0.0,,37
14939,JZI,Airlines,Online,Value Plan,0,20,FRANCE,109.0,38.15,M,65
17148,EPX,Travel Agency,Online,Cancellation Plan,0,9,SINGAPORE,31.0,0.0,,36
19610,EPX,Travel Agency,Online,Cancellation Plan,0,2,SINGAPORE,10.0,0.0,,36
49709,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,54,SINGAPORE,21.0,0.0,,25
29262,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,10,AUSTRALIA,69.3,41.58,,26
54825,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,SINGAPORE,50.0,0.0,,29
46469,RAB,Airlines,Online,Value Plan,0,3,BRUNEI DARUSSALAM,15.0,6.0,M,34
18859,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,122,PHILIPPINES,28.0,0.0,,36
10521,EPX,Travel Agency,Online,Cancellation Plan,0,14,SRI LANKA,25.0,0.0,,36
36377,SSI,Airlines,Online,Ticket Protector,0,1,SINGAPORE,7.21,2.02,,48
40585,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,78,CHINA,-22.0,0.0,,36
23689,EPX,Travel Agency,Online,Cancellation Plan,0,2,JAPAN,56.0,0.0,,36
57688,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,17,INDONESIA,20.0,0.0,,53
24332,SSI,Airlines,Online,Ticket Protector,0,40,SINGAPORE,0.96,0.27,,48
49880,JZI,Airlines,Online,Basic Plan,0,7,INDONESIA,22.0,7.7,F,28
30245,EPX,Travel Agency,Online,Cancellation Plan,0,209,UNITED STATES,80.0,0.0,,55
49818,EPX,Travel Agency,Online,Cancellation Plan,0,81,THAILAND,10.0,0.0,,30
31068,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,14,CHINA,24.0,0.0,,36
17296,C2B,Airlines,Online,Bronze Plan,0,4,SINGAPORE,17.55,4.39,F,28
9847,EPX,Travel Agency,Online,Cancellation Plan,0,12,SINGAPORE,62.0,0.0,,30
4318,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,146,IRELAND,62.0,0.0,,36
38016,EPX,Travel Agency,Online,Cancellation Plan,0,3,THAILAND,10.0,0.0,,36
21621,EPX,Travel Agency,Online,Cancellation Plan,0,7,UNITED STATES,0.0,0.0,,65
55765,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,48,AUSTRALIA,99.0,59.4,,52
19525,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,69,CHINA,39.0,0.0,,36
13303,EPX,Travel Agency,Online,Cancellation Plan,0,78,NEW ZEALAND,14.0,0.0,,36
39246,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,34,ITALY,-69.3,41.58,,49
39253,JWT,Airlines,Online,Value Plan,0,5,INDIA,-31.0,12.4,M,118
26496,JZI,Airlines,Online,Basic Plan,0,27,HONG KONG,26.0,9.1,F,50
23586,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,24,UNITED STATES,29.7,17.82,,42
49418,C2B,Airlines,Online,Gold Plan,0,5,SINGAPORE,33.5,8.38,F,63
5511,EPX,Travel Agency,Online,Cancellation Plan,0,246,RUSSIAN FEDERATION,80.0,0.0,,36
58527,C2B,Airlines,Online,Bronze Plan,0,21,SINGAPORE,60.0,15.0,M,38
32386,C2B,Airlines,Online,Bronze Plan,0,24,SINGAPORE,44.5,11.13,F,22
6757,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,THAILAND,20.0,0.0,,36
33594,ADM,Travel Agency,Online,Premier Plan,0,16,NETHERLANDS,-86.0,32.68,F,22
20922,JZI,Airlines,Online,Basic Plan,0,121,HONG KONG,26.0,9.1,F,68
61317,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,34,JAPAN,75.0,0.0,,35
61737,EPX,Travel Agency,Online,Cancellation Plan,0,7,CHINA,55.0,0.0,,35
6130,EPX,Travel Agency,Online,Cancellation Plan,0,5,INDONESIA,10.0,0.0,,44
19084,EPX,Travel Agency,Online,Cancellation Plan,0,23,CHINA,27.0,0.0,,36
29251,C2B,Airlines,Online,Silver Plan,0,13,SINGAPORE,42.0,10.5,F,34
5315,C2B,Airlines,Online,Silver Plan,0,169,SINGAPORE,88.9,22.23,M,16
35839,JZI,Airlines,Online,Basic Plan,0,10,JAPAN,35.0,12.25,F,74
10543,JWT,Airlines,Online,Value Plan,0,115,INDIA,31.0,12.4,M,118
35651,C2B,Airlines,Online,Bronze Plan,0,4,SINGAPORE,11.5,2.88,F,24
33480,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,197,UNITED STATES,24.0,0.0,,23
34029,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,68,"KOREA, REPUBLIC OF",72.0,0.0,,36
4903,KML,Travel Agency,Online,Premier Plan,0,21,GERMANY,72.0,27.36,M,48
14157,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,2,UNITED STATES,19.8,11.88,,35
36126,C2B,Airlines,Online,Silver Plan,0,6,SINGAPORE,18.5,4.63,F,26
31943,EPX,Travel Agency,Online,Cancellation Plan,0,10,THAILAND,13.0,0.0,,36
43975,EPX,Travel Agency,Online,Cancellation Plan,0,25,UNITED STATES,80.0,0.0,,32
5755,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,40,UNITED STATES,22.0,0.0,,29
50043,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,0,44,POLAND,58.5,38.02,M,34
11515,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,89,"TAIWAN, PROVINCE OF CHINA",20.0,0.0,,36
25164,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,44,MALAYSIA,29.7,17.82,,31
18680,EPX,Travel Agency,Online,Cancellation Plan,0,29,THAILAND,10.0,0.0,,36
18994,JZI,Airlines,Online,Basic Plan,0,5,HONG KONG,26.0,9.1,F,23
18522,RAB,Airlines,Online,Value Plan,0,87,BRUNEI DARUSSALAM,23.0,9.2,,23
12145,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,22,CHINA,0.0,0.0,,36
54629,EPX,Travel Agency,Online,Cancellation Plan,0,44,MACAO,13.0,0.0,,30
40165,EPX,Travel Agency,Online,Cancellation Plan,0,5,SINGAPORE,10.0,0.0,,36
16380,C2B,Airlines,Online,Bronze Plan,0,0,SINGAPORE,-14.4,3.6,M,49
60140,EPX,Travel Agency,Online,Cancellation Plan,0,8,THAILAND,11.0,0.0,,35
12718,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,38,AUSTRALIA,29.7,17.82,,31
32938,EPX,Travel Agency,Online,Cancellation Plan,0,10,INDONESIA,24.0,0.0,,36
58469,EPX,Travel Agency,Online,Cancellation Plan,0,34,INDONESIA,21.0,0.0,,35
59336,JZI,Airlines,Online,Basic Plan,0,35,VIET NAM,30.0,10.5,F,30
22394,EPX,Travel Agency,Online,Cancellation Plan,0,14,PHILIPPINES,11.0,0.0,,36
31050,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,7,THAILAND,29.7,17.82,,52
11337,EPX,Travel Agency,Online,Cancellation Plan,0,2,MALAYSIA,10.0,0.0,,36
36123,C2B,Airlines,Online,Silver Plan,0,10,SINGAPORE,18.5,4.63,F,34
55721,C2B,Airlines,Online,Bronze Plan,0,9,SINGAPORE,27.0,6.75,F,31
8015,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,36,FRANCE,63.0,0.0,,36
46278,C2B,Airlines,Online,Silver Plan,0,21,SINGAPORE,97.8,24.45,F,34
13261,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,10,CHINA,34.0,0.0,,36
43694,C2B,Airlines,Online,Annual Silver Plan,0,403,SINGAPORE,216.0,54.0,M,29
5499,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,13,HONG KONG,21.0,0.0,,36
29866,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,21,AUSTRALIA,49.5,29.7,,42
43497,C2B,Airlines,Online,Bronze Plan,0,62,SINGAPORE,16.0,4.0,F,23
8461,EPX,Travel Agency,Online,Cancellation Plan,0,55,THAILAND,34.0,0.0,,54
1542,EPX,Travel Agency,Online,Cancellation Plan,0,40,NEW ZEALAND,46.0,0.0,,36
18881,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,16,UNITED ARAB EMIRATES,61.0,0.0,,36
51874,C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,259.2,64.8,F,31
42111,EPX,Travel Agency,Online,Cancellation Plan,0,33,SPAIN,10.0,0.0,,36
58271,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,6,THAILAND,56.0,0.0,,27
11804,EPX,Travel Agency,Online,Cancellation Plan,0,108,SRI LANKA,16.0,0.0,,36
48664,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,32,ITALY,118.8,71.28,,33
20523,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,21,MALAYSIA,20.0,0.0,,36
35670,C2B,Airlines,Online,Bronze Plan,0,11,SINGAPORE,23.5,5.88,F,23
56921,EPX,Travel Agency,Online,Cancellation Plan,0,38,CHINA,11.0,0.0,,36
56069,SSI,Airlines,Online,Ticket Protector,0,6,SINGAPORE,0.92,0.26,,48
25425,EPX,Travel Agency,Online,1 way Comprehensive Plan,1,3,VIET NAM,20.0,0.0,,39
26856,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,18,AUSTRALIA,22.0,0.0,,36
14662,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,8,HONG KONG,41.0,0.0,,36
56262,JZI,Airlines,Online,Value Plan,0,22,"TAIWAN, PROVINCE OF CHINA",45.0,15.75,F,28
45008,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,27,CHINA,34.0,0.0,,36
59248,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,29,PHILIPPINES,0.0,0.0,,35
25373,EPX,Travel Agency,Online,Cancellation Plan,0,3,NEPAL,24.0,0.0,,36
6379,JZI,Airlines,Online,Basic Plan,0,11,THAILAND,22.0,7.7,M,29
53664,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,8,CAMBODIA,62.0,0.0,,36
44719,JZI,Airlines,Online,Basic Plan,0,23,JAPAN,35.0,12.25,M,26
26969,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,69,THAILAND,20.0,0.0,,36
57913,EPX,Travel Agency,Online,Cancellation Plan,0,189,UNITED KINGDOM,-78.0,0.0,,36
49126,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,65,MALAYSIA,20.0,0.0,,36
14325,JWT,Airlines,Online,Value Plan,0,7,INDIA,31.0,12.4,M,118
53307,JZI,Airlines,Online,Basic Plan,0,13,MALAYSIA,30.0,10.5,M,35
40921,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,27,FRANCE,79.2,47.52,,56
22608,SSI,Airlines,Online,Ticket Protector,0,128,SINGAPORE,4.6,1.29,,48
30084,EPX,Travel Agency,Online,Cancellation Plan,0,33,ITALY,49.0,0.0,,36
61309,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,132,THAILAND,25.0,0.0,,30
10182,JZI,Airlines,Online,Basic Plan,0,74,CHINA,26.0,9.1,M,48
33528,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,23,MYANMAR,20.0,0.0,,36
45226,EPX,Travel Agency,Online,Cancellation Plan,0,4,INDONESIA,10.0,0.0,,36
20085,JZI,Airlines,Online,Basic Plan,0,8,INDONESIA,30.0,10.5,F,31
50973,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,30,AUSTRALIA,128.7,77.22,,38
63174,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,11,UNITED STATES,87.0,0.0,,32
4864,EPX,Travel Agency,Online,Cancellation Plan,0,28,UNITED STATES,10.0,0.0,,49
59797,EPX,Travel Agency,Online,Cancellation Plan,0,63,INDONESIA,17.0,0.0,,35
47244,C2B,Airlines,Online,Annual Silver Plan,1,365,SINGAPORE,216.0,54.0,M,44
22912,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,54,AUSTRALIA,99.0,59.4,,43
26766,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,UNITED KINGDOM,112.0,0.0,,36
13155,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,19,SINGAPORE,20.0,0.0,,23
39869,JZI,Airlines,Online,Value Plan,0,184,JAPAN,58.0,20.3,M,30
21704,C2B,Airlines,Online,Bronze Plan,0,18,SINGAPORE,17.55,4.39,F,28
43460,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,14,HONG KONG,20.0,0.0,,36
46156,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,5,MALAYSIA,20.0,0.0,,36
58803,C2B,Airlines,Online,Annual Silver Plan,0,367,SINGAPORE,216.0,54.0,F,39
36367,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,8,SINGAPORE,31.0,0.0,,36
32803,EPX,Travel Agency,Online,Cancellation Plan,0,90,MEXICO,36.0,0.0,,48
28684,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,1,SINGAPORE,20.0,0.0,,36
21345,EPX,Travel Agency,Online,Cancellation Plan,0,13,JAPAN,13.0,0.0,,33
53861,EPX,Travel Agency,Online,Cancellation Plan,0,8,CHINA,11.0,0.0,,33
3133,EPX,Travel Agency,Online,Cancellation Plan,0,28,PHILIPPINES,13.0,0.0,,36
39296,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,10,MALAYSIA,39.6,23.76,,47
48436,C2B,Airlines,Online,Bronze Plan,1,25,SINGAPORE,80.5,20.13,M,32
27427,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,10,MALAYSIA,20.0,0.0,,36
10198,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,3,UNITED STATES,29.7,17.82,,26
58027,C2B,Airlines,Online,Silver Plan,0,26,SINGAPORE,22.5,5.63,F,33
1010,EPX,Travel Agency,Online,Cancellation Plan,0,10,PHILIPPINES,18.0,0.0,,36
8221,EPX,Travel Agency,Online,Cancellation Plan,0,6,LAO PEOPLE'S DEMOCRATIC REPUBLIC,14.0,0.0,,36
698,EPX,Travel Agency,Online,Cancellation Plan,0,4,INDONESIA,13.0,0.0,,45
34765,C2B,Airlines,Online,Annual Silver Plan,0,378,SINGAPORE,389.0,97.25,F,30
23943,C2B,Airlines,Online,Bronze Plan,0,23,SINGAPORE,80.6,20.15,F,49
23719,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,19,"TAIWAN, PROVINCE OF CHINA",24.0,0.0,,36
36911,JZI,Airlines,Online,Basic Plan,0,2,INDONESIA,18.0,6.3,M,42
7582,EPX,Travel Agency,Online,Cancellation Plan,0,46,VIET NAM,10.0,0.0,,36
17352,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,117,"TAIWAN, PROVINCE OF CHINA",22.0,0.0,,36
45256,EPX,Travel Agency,Online,Cancellation Plan,0,11,PHILIPPINES,10.0,0.0,,29
52386,C2B,Airlines,Online,Bronze Plan,0,3,SINGAPORE,13.5,3.38,M,29
50742,TST,Travel Agency,Offline,Travel Cruise Protect,0,21,THAILAND,30.0,10.5,M,62
54878,EPX,Travel Agency,Online,Cancellation Plan,0,11,VIET NAM,17.0,0.0,,42
182,EPX,Travel Agency,Online,Cancellation Plan,0,13,CHINA,33.0,0.0,,36
34796,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,INDONESIA,28.0,0.0,,36
35650,C2B,Airlines,Online,Bronze Plan,0,28,SINGAPORE,40.5,10.13,M,29
3667,EPX,Travel Agency,Online,Cancellation Plan,0,9,CHINA,55.0,0.0,,36
35442,C2B,Airlines,Online,Bronze Plan,0,62,SINGAPORE,62.0,15.5,F,39
43955,EPX,Travel Agency,Online,Cancellation Plan,0,1,VIET NAM,10.0,0.0,,36
40923,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,47,AUSTRALIA,49.5,29.7,,50
18234,EPX,Travel Agency,Online,Cancellation Plan,0,34,UNITED STATES,10.0,0.0,,27
32204,C2B,Airlines,Online,Silver Plan,1,17,SINGAPORE,42.0,10.5,F,20
51910,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,38,CHINA,36.0,0.0,,36
58530,C2B,Airlines,Online,Bronze Plan,0,10,SINGAPORE,53.0,13.25,F,24
21020,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,45,AUSTRALIA,50.0,0.0,,36
51809,SSI,Airlines,Online,Ticket Protector,0,4,SINGAPORE,4.12,1.16,,48
60642,C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,161.0,40.25,F,48
9861,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,33,MYANMAR,20.0,0.0,,36
28691,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,60,SINGAPORE,20.0,0.0,,36
60763,C2B,Airlines,Online,Bronze Plan,0,4,SINGAPORE,16.0,4.0,M,29
46676,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,13,CAMBODIA,20.0,0.0,,36
41397,JZI,Airlines,Online,Basic Plan,0,131,MALAYSIA,30.0,10.5,F,45
50169,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,29,MYANMAR,20.0,0.0,,36
823,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,215,VIET NAM,20.0,0.0,,36
31685,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,18,MALAYSIA,19.8,11.88,,27
55349,JZI,Airlines,Online,Value Plan,0,8,JORDAN,67.0,23.45,M,56
59184,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,22,AUSTRALIA,89.1,53.46,,28
51009,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,68,MALAYSIA,20.0,0.0,,36
7225,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,21,INDIA,0.0,0.0,,36
3686,EPX,Travel Agency,Online,Cancellation Plan,0,5,UNITED STATES,80.0,0.0,,54
30892,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,2,MALAYSIA,19.8,11.88,,31
63154,EPX,Travel Agency,Online,Cancellation Plan,0,10,MALAYSIA,10.0,0.0,,35
40527,JZI,Airlines,Online,Basic Plan,0,5,INDONESIA,18.0,6.3,M,60
24721,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,87,INDONESIA,20.0,0.0,,34
58588,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,11,NEW ZEALAND,69.3,41.58,,52
24260,EPX,Travel Agency,Online,Cancellation Plan,0,4,LAO PEOPLE'S DEMOCRATIC REPUBLIC,39.0,0.0,,36
14734,EPX,Travel Agency,Online,Cancellation Plan,0,38,MALAYSIA,19.0,0.0,,36
21450,C2B,Airlines,Online,Annual Silver Plan,0,364,SINGAPORE,0.0,63.21,F,46
16763,JZI,Airlines,Online,Basic Plan,0,23,MYANMAR,0.0,12.95,F,27
48575,EPX,Travel Agency,Online,Cancellation Plan,0,12,SWITZERLAND,0.0,0.0,,36
1299,EPX,Travel Agency,Online,Cancellation Plan,0,22,JAPAN,42.0,0.0,,36
27374,EPX,Travel Agency,Online,Cancellation Plan,0,7,MYANMAR,10.0,0.0,,36
5807,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,59,AUSTRALIA,69.3,41.58,,48
62744,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,0,12,"TAIWAN, PROVINCE OF CHINA",26.5,17.23,F,30
8323,C2B,Airlines,Online,Bronze Plan,0,5,SINGAPORE,20.25,5.06,F,30
3688,EPX,Travel Agency,Online,Cancellation Plan,0,54,SRI LANKA,10.0,0.0,,36
39673,C2B,Airlines,Online,Bronze Plan,0,16,SINGAPORE,13.5,3.38,F,30
51160,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,52,AUSTRALIA,39.6,23.76,,31
1379,JZI,Airlines,Online,Basic Plan,0,31,VIET NAM,22.0,7.7,M,53
8625,EPX,Travel Agency,Online,Cancellation Plan,0,47,LAO PEOPLE'S DEMOCRATIC REPUBLIC,10.0,0.0,,36
46563,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,11,NEW ZEALAND,69.3,41.58,,38
54420,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,MYANMAR,20.0,0.0,,36
24317,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,5,INDIA,21.0,0.0,,36
12711,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,5,AUSTRALIA,39.6,23.76,,36
37146,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,47,NORWAY,29.7,17.82,,27
50454,EPX,Travel Agency,Online,Cancellation Plan,0,7,INDONESIA,10.0,0.0,,26
51384,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,18,CHINA,39.0,0.0,,36
798,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,163,NEW ZEALAND,19.8,11.88,,42
5990,C2B,Airlines,Online,Bronze Plan,0,10,SINGAPORE,17.55,4.39,F,50
42399,C2B,Airlines,Online,Gold Plan,0,19,SINGAPORE,81.0,20.25,M,75
529,EPX,Travel Agency,Online,Cancellation Plan,0,5,MALAYSIA,19.0,0.0,,36
7769,EPX,Travel Agency,Online,Cancellation Plan,0,108,HONG KONG,11.0,0.0,,36
25312,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,59,AUSTRALIA,59.4,35.64,,38
3732,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,44,UNITED KINGDOM,32.0,0.0,,36
13217,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,73,THAILAND,39.6,23.76,,35
25722,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,41,HONG KONG,33.0,0.0,,36
30014,C2B,Airlines,Online,Gold Plan,1,24,SINGAPORE,99.45,24.86,M,38
6465,EPX,Travel Agency,Online,Cancellation Plan,0,4,AUSTRALIA,47.0,0.0,,36
49168,C2B,Airlines,Online,Bronze Plan,0,14,SINGAPORE,26.5,6.63,F,31
42404,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,96,THAILAND,29.7,17.82,,42
49409,C2B,Airlines,Online,Silver Plan,1,108,SINGAPORE,72.0,18.0,F,28
6523,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,4,THAILAND,20.0,0.0,,36
18393,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,62,MALAYSIA,20.0,0.0,,39
24718,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,1,THAILAND,20.0,0.0,,36
59124,JZI,Airlines,Online,Basic Plan,0,11,CHINA,26.0,9.1,M,39
16175,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,77,AUSTRALIA,69.3,41.58,,48
